Token	NER
les	O
amants	O
cette	O
ombre	O
de	O
froideur	O
Peut	O
changer	O
le	O
dehors	O
sans	O
aller	O
jusqu'	O
au	O
coeur	O
.	O

Seigneur	O
tout	O
est	O
changé	O
;	O

la	O
Princesse	O
elle-même	O
D'	O
un	O
air	O
si	O
transporté	O
m'	O
a	O
vanté	O
ce	O
qu'	O
elle	O
aime	O
,	O
Qu'	O
il	O
n'	O
est	O
mortel	O
ni	O
Dieu	O
qui	O
lui	O
puisse	O
être	O
égal	O
.	O

Elle	O
veut	O
que	O
je	O
tremble	O
au	O
nom	O
de	O
ce	O
rival	O
,	O
Et	O
sa	O
fausse	O
pitié	O
qui	O
craint	O
pour	O
ma	O
faiblesse	O
,	O
Veut	O
que	O
sans	O
murmurer	O
je	O
cède	O
la	O
Princesse	O
;	O

Qu'	O
une	O
lâche	O
terreur	O
étouffe	O
mes	O
désirs	O
,	O
Et	O
cache	O
au	O
fond	O
du	O
coeur	O
jusqu'	O
aux	O
moindres	O
soupirs	O
.	O

Madame	O
vous	O
devez	O
connaître	O
votre	O
fille	O
;	O

Elle	O
tient	O
plus	O
qu'	O
à	O
vous	O
que	O
toute	O
ma	O
famille	O
.	O

Plus	O
belle	O
que	O
ses	O
soeurs	O
elle	O
a	O
le	O
premier	O
rang	O
,	O
Et	O
vous	O
fait	O
négliger	O
le	O
reste	O
de	O
mon	O
sang	O
.	O

Par	O
cette	O
aveugle	O
ardeur	O
qui	O
possède	O
les	O
mères	O
,	O
N'	O
avez-vous	O
point	O
rempli	O
sa	O
tête	O
de	O
chimères	O
?	O

Vous	O
fille	O
de	O
Vénus	O
,	O
ne	O
la	O
flattez-vous	O
pas	O
De	O
l'	O
espoir	O
de	O
gagner	O
un	O
Dieu	O
par	O
tant	O
d'	O
appas	O
,	O
Et	O
qu'	O
un	O
Héros	O
mortel	O
n'	O
est	O
pas	O
assez	O
pour	O
elle	O
?	O

Vous	O
me	O
vantez	O
souvent	O
votre	O
race	O
immortelle	O
,	O
Et	O
Sémélé	O
sans	O
doute	O
,	O
au	O
point	O
où	O
je	O
la	O
vois	O
,	O
Prend	O
pour	O
lui	O
tout	O
l'	O
orgueil	O
,	O
que	O
vous	O
avez	O
pour	O
moi	O
.	O

Je	O
n'	O
ai	O
rien	O
fait	O
,	O
Seigneur	O
,	O
qui	O
vous	O
oblige	O
à	O
croire	O
Que	O
le	O
sang	O
de	O
Vénus	O
,	O
dont	O
je	O
tire	O
ma	O
gloire	O
,	O
Me	O
fasse	O
négliger	O
mon	O
Époux	O
et	O
mon	O
Roi	O
:	O
Je	O
sais	O
ce	O
que	O
je	O
suis	O
,	O
et	O
ce	O
que	O
je	O
vous	O
dois	O
.	O

Cet	O
imprudent	O
orgueil	O
qui	O
n'	O
est	O
qu'	O
extravagance	O
,	O
Vient	O
aux	O
simples	O
mortels	O
d'	O
une	O
simple	O
naissance	O
:	O
Mais	O
cet	O
orgueil	O
qui	O
suit	O
ceux	O
qui	O
sortent	O
des	O
Dieux	O
,	O
Est	O
un	O
orgueil	O
illustre	O
,	O
innocent	O
,	O
glorieux	O
.	O

C'	O
est	O
celui	O
que	O
j'	O
ai	O
mis	O
dans	O
l'	O
esprit	O
de	O
ma	O
fille	O
,	O
Et	O
si	O
je	O
la	O
préfère	O
à	O
toute	O
ma	O
famille	O
,	O
Je	O
ne	O
puis	O
le	O
nier	O
,	O
dès	O
qu'	O
elle	O
vit	O
le	O
jour	O
,	O
Elle	O
eut	O
mes	O
premiers	O
soins	O
et	O
mon	O
premier	O
amour	O
;	O

Mais	O
tout	O
ce	O
grand	O
amour	O
et	O
cette	O
préférence	O
N'	O
ont	O
rien	O
mis	O
dans	O
son	O
coeur	O
plus	O
haut	O
que	O
sa	O
naissance	O
.	O

Elle	O
a	O
choisi	O
ce	O
Prince	O
et	O
j'	O
ai	O
loué	O
son	O
choix	O
;	O

Et	O
si	O
le	O
sang	O
des	O
Dieux	O
avec	O
celui	O
des	O
Rois	O
,	O
Est	O
entre	O
vous	O
et	O
moi	O
joint	O
par	O
notre	O
hyménée	O
,	O
Ce	O
grand	O
exemple	O
instruit	O
une	O
fille	O
bien	O
née	O
.	O

Quoi	O
qu'	O
il	O
semble	O
aujourd'	O
hui	O
,	O
que	O
pour	O
ce	O
digne	O
amant	O
,	O
Sémélé	O
se	O
dispose	O
à	O
quelque	O
changement	O
,	O
Je	O
lui	O
rendrai	O
bientôt	O
sa	O
première	O
tendresse	O
:	O
Mais	O
il	O
faut	O
ménager	O
son	O
âme	O
avec	O
adresse	O
;	O

N'	O
y	O
mêlez	O
pas	O
,	O
Seigneur	O
l'	O
aigreur	O
et	O
le	O
courroux	O
;	O

Il	O
faut	O
pour	O
la	O
gagner	O
des	O
traitements	O
plus	O
doux	O
;	O

Elle	O
doit	O
obéir	O
,	O
mais	O
d'	O
une	O
obéissance	O
,	O
Qui	O
n'	O
ait	O
rien	O
d'	O
indigne	O
et	O
basse	O
dépendance	O
.	O

Je	O
veux	O
bien	O
à	O
vous	O
seule	O
abandonner	O
ce	O
soin	O
;	O

Je	O
saurai	O
faire	O
agir	O
mon	O
pouvoir	O
au	O
besoin	O
.	O

Mais	O
quel	O
est	O
cet	O
amant	O
dont	O
on	O
fait	O
un	O
mystère	O
?	O

Pour	O
de	O
pareils	O
secrets	O
choisit-on	O
une	O
mère	O
?	O

Madame	O
il	O
faudra	O
donc	O
employer	O
mon	O
pouvoir	O
.	O

Je	O
saurai	O
l'	O
obliger	O
à	O
faire	O
son	O
devoir	O
.	O

Ah	O
!	O

Madame	O
,	O
ah	O
!	O

Seigneur	O
,	O
sans	O
forcer	O
ma	O
Princesse	O
,	O
Laissez-la	O
disposer	O
de	O
toute	O
sa	O
tendresse	O
:	O
Mes	O
maux	O
sont	O
trop	O
cruels	O
pour	O
les	O
pouvoir	O
guérir	O
:	O
C'	O
est	O
assez	O
de	O
l'	O
aimer	O
,	O
l'	O
adorer	O
,	O
et	O
mourir	O
.	O

Prince	O
défaites-vous	O
de	O
ce	O
respect	O
frivole	O
;	O

La	O
Princesse	O
est	O
à	O
vous	O
,	O
je	O
tiendrai	O
ma	O
parole	O
.	O

Vous	O
,	O
voyez	O
votre	O
fille	O
,	O
et	O
faites-lui	O
savoir	O
,	O
Qu'	O
elle	O
doit	O
s'	O
expliquer	O
ou	O
craindre	O
mon	O
pouvoir	O
.	O

Tu	O
vois	O
l'	O
ordre	O
du	O
Roi	O
,	O
Dircé	O
par	O
ton	O
adresse	O
Découvre	O
promptement	O
l'	O
amant	O
de	O
ta	O
Maîtresse	O
;	O

Ou	O
plutôt	O
ouvre-moi	O
cet	O
important	O
secret	O
;	O

Ma	O
fille	O
l'	O
aura	O
mis	O
dans	O
un	O
sein	O
si	O
discret	O
;	O

Il	O
n'	O
en	O
faut	O
pas	O
douter	O
.	O

Ah	O
!	O

De	O
grâce	O
,	O
Madame	O
,	O
Ne	O
me	O
demandez	O
pas	O
le	O
secret	O
de	O
sa	O
flamme	O
;	O

Ce	O
secret	O
révélé	O
me	O
coûterait	O
le	O
jour	O
.	O

L'	O
ordre	O
qui	O
me	O
défend	O
d'	O
expliquer	O
cet	O
amour	O
,	O
Vient	O
d'	O
un	O
Amant	O
si	O
fier	O
,	O
si	O
puissant	O
,	O
si	O
terrible	O
,	O
Qu'	O
en	O
vous	O
le	O
découvrant	O
ma	O
perte	O
est	O
infaillible	O
.	O

Contentez-vous	O
enfin	O
d'	O
apprendre	O
que	O
ce	O
choix	O
Vous	O
fera	O
plus	O
d'	O
honneur	O
,	O
que	O
le	O
plus	O
grand	O
des	O
Rois	O
.	O

S'	O
il	O
en	O
est	O
ainsi	O
,	O
pourquoi	O
s'	O
obstiner	O
à	O
se	O
taire	O
?	O

Puis-je	O
pas	O
,	O
s'	O
il	O
le	O
faut	O
,	O
cacher	O
ce	O
grand	O
mystère	O
?	O

Ah	O
!	O

Que	O
je	O
crains	O
de	O
l'	O
air	O
,	O
dont	O
je	O
te	O
vois	O
agir	O
,	O
Que	O
tu	O
caches	O
un	O
choix	O
qui	O
nous	O
fera	O
rougir	O
.	O

Quel	O
que	O
soit	O
cet	O
Amant	O
,	O
il	O
faut	O
que	O
je	O
l'	O
apprenne	O
.	O

Pourquoi	O
par	O
cet	O
aveu	O
m'	O
exposer	O
à	O
sa	O
haine	O
?	O

Puisque	O
de	O
Sémélé	O
vous	O
pouvez	O
l'	O
obtenir	O
,	O
Ne	O
me	O
contraignez	O
point	O
...	O
Faites-la	O
donc	O
venir	O
.	O

Mais	O
que	O
vient	O
m'	O
annoncer	O
ce	O
merveilleux	O
spectacle	O
!	O

Viens-tu	O
nous	O
éclaircir	O
,	O
Amour	O
,	O
par	O
ce	O
miracle	O
?	O

Non	O
Reine	O
,	O
à	O
qui	O
je	O
puis	O
donner	O
ce	O
nom	O
de	O
soeur	O
,	O
Puisque	O
Vénus	O
est	O
notre	O
mère	O
.	O

Loin	O
d'	O
aller	O
de	O
ta	O
fille	O
éclaircir	O
le	O
mystère	O
,	O
Garde-toi	O
de	O
forcer	O
le	O
secret	O
de	O
son	O
coeur	O
;	O

Commande-lui	O
plutôt	O
d'	O
aimer	O
et	O
de	O
se	O
taire	O
.	O

L'	O
aigle	O
sur	O
qui	O
je	O
viens	O
t'	O
imposer	O
cette	O
loi	O
,	O
T'	O
apprend	O
,	O
qu'	O
elle	O
te	O
vient	O
d'	O
un	O
Dieu	O
plus	O
grand	O
que	O
moi	O
.	O

Madame	O
vous	O
voyez	O
ce	O
que	O
les	O
Dieux	O
ordonnent	O
.	O

Je	O
le	O
vois	O
avec	O
joie	O
,	O
et	O
l'	O
ordre	O
qu'	O
ils	O
me	O
donnent	O
,	O
Montre	O
,	O
combien	O
au	O
Ciel	O
mon	O
sang	O
est	O
précieux	O
,	O
Quand	O
ce	O
sang	O
jusqu'	O
ici	O
fait	O
descendre	O
les	O
Dieux	O
.	O

Allons	O
apprendre	O
au	O
Roi	O
cette	O
grande	O
nouvelle	O
,	O
Et	O
l'	O
ordre	O
souverain	O
d'	O
une	O
bouche	O
immortelle	O
:	O
Qu'	O
il	O
respecte	O
un	O
secret	O
qu'	O
une	O
divine	O
voix	O
Commande	O
de	O
la	O
part	O
du	O
grand	O
maître	O
des	O
Rois	O
.	O

Toi	O
,	O
dis	O
à	O
Sémélé	O
que	O
sans	O
crainte	O
de	O
blâme	O
,	O
Elle	O
peut	O
conserver	O
son	O
secret	O
et	O
sa	O
flamme	O
,	O
Et	O
que	O
malgré	O
l'	O
ardeur	O
d'	O
un	O
désir	O
indiscret	O
,	O
Je	O
renonce	O
au	O
pouvoir	O
d'	O
arracher	O
ce	O
secret	O
.	O

Oui	O
j'	O
attends	O
Sémélé	O
sous	O
ce	O
nouveau	O
visage	O
:	O
C'	O
est	O
l'	O
amour	O
qui	O
m'	O
a	O
fait	O
ce	O
galant	O
équipage	O
:	O
Mais	O
si	O
tu	O
vois	O
un	O
Dieu	O
sous	O
l'	O
habit	O
d'	O
un	O
Berger	O
,	O
Ce	O
n'	O
est	O
pas	O
d'	O
aujourd'	O
hui	O
que	O
tu	O
m'	O
as	O
vu	O
changer	O
;	O

Et	O
de	O
mes	O
feux	O
secrets	O
cacher	O
les	O
aventures	O
,	O
Sous	O
les	O
traits	O
différents	O
de	O
cent	O
autres	O
figures	O
.	O

C'	O
est	O
donc	O
l'	O
Amour	O
qui	O
fait	O
tous	O
ces	O
beaux	O
changements	O
.	O

J'	O
admire	O
Jupiter	O
sous	O
ces	O
déguisements	O
,	O
Et	O
sitôt	O
qu'	O
il	O
s'	O
agit	O
de	O
faire	O
une	O
conquête	O
,	O
Il	O
fait	O
beau	O
voir	O
un	O
Dieu	O
faire	O
l'	O
homme	O
ou	O
la	O
bête	O
.	O

On	O
sait	O
sous	O
quelle	O
forme	O
on	O
vous	O
vit	O
sur	O
le	O
dos	O
,	O
Ravir	O
la	O
belle	O
Europe	O
et	O
traverser	O
les	O
flots	O
.	O

Vous	O
en	O
voulez	O
toujours	O
à	O
celles	O
de	O
sa	O
race	O
:	O
Et	O
déjà	O
Sémélé	O
vient	O
de	O
prendre	O
sa	O
place	O
.	O

Dans	O
le	O
sang	O
d'	O
Agenor	O
vous	O
trouvez	O
des	O
appas	O
,	O
Que	O
dans	O
un	O
autre	O
sang	O
vos	O
yeux	O
ne	O
trouvent	O
pas	O
.	O

On	O
vous	O
voit	O
tous	O
les	O
jours	O
courir	O
de	O
belle	O
en	O
belle	O
,	O
Aimez-vous	O
ces	O
beaux	O
noms	O
d'	O
inconstant	O
,	O
d'	O
infidèle	O
?	O

N'	O
est-il	O
point	O
de	O
beauté	O
qui	O
vous	O
puisse	O
arrêter	O
,	O
Les	O
Dieux	O
n'	O
ont-ils	O
point	O
honte	O
de	O
coqueter	O
?	O

Momus	O
,	O
veux-tu	O
toujours	O
censurer	O
et	O
médire	O
?	O

N'	O
as-tu	O
jamais	O
connu	O
le	O
souverain	O
Empire	O
,	O
Qui	O
force	O
au	O
changement	O
le	O
plus	O
puissant	O
des	O
Dieux	O
?	O

Vois	O
comme	O
c'	O
est	O
en	O
nous	O
un	O
défaut	O
glorieux	O
.	O

Quand	O
j'	O
aime	O
une	O
beauté	O
,	O
d'	O
abord	O
je	O
vois	O
en	O
elle	O
Tout	O
ce	O
qu'	O
a	O
de	O
charmant	O
une	O
beauté	O
mortelle	O
;	O

La	O
lumière	O
d'	O
un	O
Dieu	O
découvre	O
en	O
un	O
moment	O
Tout	O
ce	O
qui	O
peut	O
toucher	O
les	O
désirs	O
d'	O
un	O
amant	O
.	O

Un	O
mortel	O
a	O
besoin	O
de	O
temps	O
et	O
de	O
lumière	O
,	O
Pour	O
faire	O
à	O
son	O
amour	O
une	O
digne	O
matière	O
;	O

Mais	O
un	O
Dieu	O
pour	O
ce	O
choix	O
n'	O
a	O
pas	O
besoin	O
de	O
temps	O
:	O
Il	O
voit	O
tout	O
d'	O
un	O
coup	O
d'	O
oeil	O
et	O
dehors	O
et	O
dedans	O
;	O

Son	O
esprit	O
convaincu	O
d'	O
un	O
mérite	O
adorable	O
,	O
Aime	O
d'	O
abord	O
,	O
autant	O
que	O
l'	O
objet	O
est	O
aimable	O
,	O
Et	O
par	O
un	O
feu	O
divin	O
qui	O
peut	O
tout	O
enflammer	O
,	O
Il	O
embrase	O
l'	O
objet	O
qui	O
vient	O
de	O
le	O
charmer	O
.	O

Ce	O
violent	O
Amour	O
vient	O
à	O
peine	O
de	O
naître	O
,	O
Qu'	O
il	O
est	O
victorieux	O
autant	O
,	O
qu'	O
il	O
le	O
peut	O
être	O
,	O
Et	O
dès	O
lors	O
qu'	O
il	O
jouit	O
avec	O
tant	O
d'	O
ardeur	O
,	O
Sa	O
flamme	O
à	O
son	O
objet	O
applique	O
tout	O
son	O
coeur	O
,	O
Qu'	O
au	O
même	O
instant	O
qu'	O
un	O
Dieu	O
possède	O
une	O
maîtresse	O
,	O
Il	O
épuise	O
sa	O
joie	O
et	O
toute	O
sa	O
tendresse	O
:	O
Ainsi	O
le	O
coeur	O
d'	O
un	O
Dieu	O
presque	O
en	O
un	O
seul	O
moment	O
,	O
Aime	O
,	O
se	O
fait	O
aimer	O
,	O
et	O
cesse	O
d'	O
être	O
Amant	O
.	O

Toi	O
qui	O
n'	O
aimas	O
jamais	O
,	O
tu	O
sais	O
mal	O
comme	O
on	O
aime	O
.	O

Peut-être	O
Jupiter	O
,	O
l'	O
ignorez-vous	O
vous-même	O
:	O
Car	O
enfin	O
Sémélé	O
vous	O
coûte	O
plus	O
d'	O
un	O
jour	O
,	O
Et	O
je	O
ne	O
vous	O
crois	O
pas	O
trop	O
bien	O
avec	O
l'	O
Amour	O
;	O

Vous	O
vous	O
brouillez	O
souvent	O
avec	O
lui	O
ce	O
me	O
semble	O
.	O

Nous	O
nous	O
brouillons	O
exprès	O
pour	O
être	O
mieux	O
ensemble	O
.	O

Si	O
l'	O
amour	O
avec	O
moi	O
s'	O
entendait	O
tous	O
les	O
jours	O
,	O
Quelle	O
gloire	O
de	O
vaincre	O
avec	O
ce	O
grand	O
secours	O
?	O

Je	O
me	O
fais	O
de	O
l'	O
amour	O
un	O
combat	O
volontaire	O
,	O
Un	O
doux	O
empressement	O
,	O
une	O
agréable	O
affaire	O
:	O
Sous	O
l'	O
habit	O
d'	O
un	O
Berger	O
je	O
me	O
déguise	O
exprès	O
,	O
Pour	O
affaiblir	O
ainsi	O
la	O
force	O
de	O
mes	O
traits	O
,	O
Et	O
par	O
quelques	O
combats	O
achetant	O
la	O
victoire	O
,	O
Pour	O
croître	O
mes	O
plaisirs	O
,	O
j'	O
y	O
mêle	O
un	O
peu	O
de	O
gloire	O
.	O

Quelquefois	O
en	O
un	O
jour	O
on	O
vous	O
voit	O
demander	O
,	O
Attaquer	O
,	O
emporter	O
la	O
place	O
,	O
et	O
la	O
céder	O
.	O

Oui	O
mais	O
de	O
mon	O
amour	O
apprend	O
tout	O
le	O
mystère	O
.	O

Quelque	O
glorieux	O
choix	O
,	O
qu'	O
un	O
Dieu	O
se	O
puisse	O
faire	O
,	O
Sache	O
qu'	O
il	O
ne	O
saurait	O
remplir	O
tous	O
ses	O
désirs	O
:	O
Son	O
coeur	O
qui	O
veut	O
par	O
tout	O
le	O
comble	O
de	O
plaisirs	O
,	O
Répare	O
le	O
défaut	O
de	O
ces	O
beautés	O
mortelles	O
,	O
Par	O
un	O
enchaînement	O
de	O
conquêtes	O
nouvelles	O
.	O

Pourquoi	O
vous	O
attacher	O
aux	O
beautés	O
d'	O
ici-bas	O
?	O

Nos	O
déesses	O
pour	O
vous	O
sont-elles	O
sans	O
appas	O
?	O

L'	O
Amour	O
n'	O
a	O
pas	O
au	O
Ciel	O
son	O
véritable	O
empire	O
:	O
C'	O
est	O
ici	O
seulement	O
qu'	O
on	O
brûle	O
et	O
qu'	O
on	O
soupire	O
;	O

Dans	O
le	O
séjour	O
des	O
Dieux	O
l'	O
on	O
y	O
vit	O
sans	O
désirs	O
,	O
Et	O
sans	O
désirs	O
l'	O
Amour	O
a-t-il	O
de	O
vrais	O
plaisirs	O
?	O

Est-il	O
d'	O
autres	O
plaisirs	O
pour	O
le	O
Dieu	O
du	O
tonnerre	O
Que	O
celui	O
quand	O
il	O
v	O
eut	O
de	O
foudroyer	O
la	O
terre	O
?	O

Rire	O
des	O
beaux	O
desseins	O
d'	O
un	O
fol	O
ambitieux	O
,	O
Et	O
préparer	O
sa	O
chute	O
en	O
l'	O
élevant	O
aux	O
Cieux	O
;	O

Tout	O
rempli	O
de	O
nectar	O
dans	O
une	O
paix	O
profonde	O
,	O
D'	O
un	O
branlement	O
de	O
tête	O
ébranler	O
tout	O
le	O
monde	O
;	O

Faire	O
de	O
ses	O
désirs	O
sa	O
raison	O
et	O
ses	O
lois	O
;	O

Se	O
jouer	O
à	O
son	O
gré	O
des	O
peuples	O
et	O
des	O
Rois	O
;	O

Voir	O
les	O
mortels	O
brouillés	O
dans	O
toutes	O
leurs	O
prières	O
;	O

Leur	O
voir	O
pousser	O
des	O
voeux	O
l'	O
un	O
à	O
l'	O
autre	O
contraires	O
;	O

Confondre	O
leurs	O
projets	O
et	O
d'	O
une	O
même	O
main	O
,	O
Aujourd'	O
hui	O
les	O
flatter	O
et	O
les	O
punir	O
demain	O
;	O

Et	O
sur	O
cette	O
conduite	O
inégale	O
,	O
incertaine	O
Ouïr	O
les	O
sots	O
discours	O
de	O
la	O
prudence	O
humaine	O
;	O

Voilà	O
de	O
Jupiter	O
les	O
doux	O
amusements	O
.	O

J'	O
en	O
trouve	O
dans	O
l'	O
amour	O
qui	O
sont	O
bien	O
plus	O
charmants	O
:	O
Quand	O
l'	O
amour	O
dans	O
un	O
coeur	O
met	O
toute	O
sa	O
tendresse	O
...	O
C'	O
est	O
avec	O
ce	O
beau	O
nom	O
qu'	O
on	O
cache	O
sa	O
faiblesse	O
.	O

S'	O
il	O
est	O
quelque	O
faiblesse	O
à	O
se	O
laisser	O
charmer	O
,	O
Que	O
ne	O
suis-je	O
plus	O
faible	O
afin	O
de	O
mieux	O
aimer	O
?	O

Ou	O
s'	O
il	O
faut	O
souhaiter	O
une	O
chose	O
impossible	O
,	O
Que	O
ne	O
suis-je	O
moins	O
Dieu	O
pour	O
être	O
plus	O
sensible	O
?	O

Mais	O
j'	O
ai	O
tort	O
de	O
parler	O
à	O
qui	O
n'	O
aima	O
jamais	O
:	O
Ne	O
combats	O
plus	O
ma	O
flamme	O
et	O
sert-la	O
désormais	O
;	O

Momus	O
tu	O
tiens	O
ici	O
la	O
place	O
de	O
Mercure	O
.	O

Oui	O
grâce	O
à	O
vos	O
bontés	O
et	O
ma	O
gloire	O
en	O
murmure	O
;	O

Votre	O
ordre	O
malgré	O
moi	O
m'	O
employant	O
en	O
ce	O
jour	O
,	O
Fait	O
d'	O
un	O
censeur	O
des	O
Dieux	O
un	O
confident	O
d'	O
amour	O
.	O

C'	O
est	O
pour	O
tromper	O
Junon	O
qu'	O
aujourd'	O
hui	O
je	O
t'	O
emploie	O
,	O
Tu	O
sais	O
qu'	O
incessamment	O
elle	O
trouble	O
ma	O
joie	O
,	O
Et	O
du	O
subtil	O
Mercure	O
appréhendant	O
l'	O
emploi	O
,	O
Il	O
lui	O
serait	O
suspect	O
s'	O
il	O
était	O
près	O
de	O
moi	O
.	O

Ainsi	O
...	O
Mais	O
j'	O
aperçois	O
Sémélé	O
.	O

Je	O
vous	O
laisse	O
;	O

Un	O
tiers	O
est	O
incommode	O
auprès	O
d'	O
une	O
maîtresse	O
.	O

Ma	O
Princesse	O
est-ce	O
vous	O
?	O

Est-ce	O
là	O
mon	O
amant	O
!	O

Me	O
méconnaissez-vous	O
sous	O
ce	O
déguisement	O
?	O

Avez-vous	O
oublier	O
le	O
discours	O
de	O
l'	O
aurore	O
?	O

Non	O
,	O
non	O
,	O
il	O
m'	O
en	O
souvient	O
,	O
c'	O
est	O
le	O
Dieu	O
que	O
j'	O
adore	O
;	O

Sous	O
l'	O
habit	O
d'	O
un	O
berger	O
il	O
m'	O
attend	O
en	O
ces	O
lieux	O
.	O

Je	O
trompe	O
ainsi	O
Junon	O
et	O
me	O
cache	O
à	O
ses	O
yeux	O
:	O
De	O
son	O
jaloux	O
esprit	O
la	O
triste	O
inquiétude	O
À	O
m'	O
épier	O
sans	O
cesse	O
applique	O
son	O
étude	O
;	O

Mais	O
voulant	O
m'	O
assurer	O
mes	O
plaisirs	O
les	O
plus	O
doux	O
...	O
Ah	O
vous	O
vous	O
cachez	O
moins	O
pour	O
Junon	O
que	O
pour	O
vous	O
:	O
Vous	O
aimez	O
votre	O
gloire	O
,	O
et	O
vous	O
craignez	O
pour	O
elle	O
,	O
Qu'	O
on	O
sache	O
ce	O
qu'	O
un	O
Dieu	O
fait	O
pour	O
une	O
mortelle	O
.	O

Moi	O
craindre	O
pour	O
ma	O
gloire	O
un	O
choix	O
si	O
glorieux	O
?	O

Moi	O
qui	O
pour	O
vous	O
servir	O
,	O
abandonne	O
les	O
cieux	O
?	O

Moi	O
qui	O
brûlant	O
pour	O
vous	O
d'	O
une	O
ardeur	O
sans	O
seconde	O
Néglige	O
sans	O
rougir	O
la	O
conduite	O
du	O
monde	O
?	O

Moi	O
qui	O
montre	O
à	O
vos	O
yeux	O
un	O
amant	O
si	O
charmé	O
,	O
Qu'	O
il	O
cesse	O
d'	O
être	O
Dieu	O
pour	O
être	O
plus	O
aimé	O
?	O

Hé	O
bien	O
si	O
votre	O
amour	O
est	O
à	O
couvert	O
du	O
blâme	O
,	O
Si	O
vous	O
prisez	O
si	O
fort	O
l'	O
honneur	O
de	O
votre	O
flamme	O
,	O
Jupiter	O
il	O
est	O
temps	O
qu'	O
elle	O
paraisse	O
au	O
jour	O
;	O

Il	O
court	O
de	O
fâcheux	O
bruits	O
de	O
ce	O
secret	O
amour	O
,	O
Et	O
si	O
votre	O
ordre	O
encor	O
me	O
condamne	O
au	O
silence	O
,	O
Cet	O
amour	O
va	O
périr	O
par	O
mon	O
obéissance	O
:	O
On	O
presse	O
mon	O
hymen	O
pour	O
le	O
Prince	O
Alcméon	O
;	O

J'	O
oppose	O
un	O
autre	O
amant	O
,	O
mais	O
j'	O
en	O
cache	O
le	O
nom	O
.	O

Ce	O
silence	O
honteux	O
où	O
s'	O
obstine	O
mon	O
âme	O
,	O
Au	O
sentiment	O
de	O
tous	O
cache	O
une	O
indigne	O
flamme	O
,	O
Et	O
tandis	O
que	O
ce	O
feu	O
n'	O
osera	O
voir	O
le	O
jour	O
,	O
Ma	O
gloire	O
est	O
en	O
péril	O
ainsi	O
que	O
mon	O
amour	O
.	O

Ne	O
craignez	O
rien	O
;	O

Amour	O
pour	O
finir	O
votre	O
peine	O
,	O
Et	O
par	O
mon	O
ordre	O
exprès	O
envoyé	O
vers	O
la	O
Reine	O
,	O
Lui	O
défend	O
d'	O
écouter	O
un	O
désir	O
indiscret	O
,	O
Qui	O
veut	O
de	O
votre	O
flamme	O
arracher	O
le	O
secret	O
,	O
Et	O
par	O
un	O
autre	O
choix	O
tyranniser	O
votre	O
âme	O
.	O

Tant	O
de	O
précautions	O
à	O
cacher	O
votre	O
flamme	O
,	O
Le	O
respect	O
de	O
Junon	O
,	O
tous	O
vos	O
déguisements	O
Ne	O
m'	O
apprennent	O
pas	O
trop	O
quels	O
sont	O
vos	O
sentiments	O
.	O

En	O
effet	O
,	O
quand	O
un	O
Dieu	O
se	O
fait	O
une	O
maîtresse	O
,	O
Il	O
doit	O
aimer	O
sans	O
bruit	O
,	O
et	O
cacher	O
sa	O
faiblesse	O
;	O

Un	O
Dieu	O
doit	O
s'	O
épargner	O
cette	O
confusion	O
;	O

Junon	O
est	O
trop	O
à	O
craindre	O
en	O
cette	O
occasion	O
,	O
Et	O
quoique	O
le	O
secret	O
soit	O
fatal	O
à	O
ma	O
gloire	O
,	O
Qu'	O
importe	O
on	O
en	O
croira	O
ce	O
qu'	O
on	O
en	O
voudra	O
croire	O
.	O

Ce	O
procédé	O
n'	O
est	O
pas	O
d'	O
un	O
véritable	O
amant	O
:	O
Un	O
Dieu	O
qui	O
craint	O
les	O
bruits	O
aime	O
bien	O
faible	O
ment	O
.	O

Pour	O
moi	O
je	O
ne	O
crains	O
pas	O
de	O
dire	O
qu'	O
un	O
Dieu	O
m'	O
aime	O
.	O

Donnez	O
m'	O
en	O
la	O
licence	O
,	O
ou	O
je	O
la	O
prends	O
moi-même	O
.	O

Contre	O
un	O
père	O
en	O
courroux	O
,	O
contre	O
tout	O
son	O
pouvoir	O
Je	O
n'	O
ai	O
que	O
cet	O
aveu	O
pour	O
sauver	O
mon	O
devoir	O
,	O
Et	O
je	O
crois	O
qu'	O
un	O
amour	O
,	O
dont	O
mon	O
âme	O
est	O
si	O
fière	O
,	O
Est	O
trop	O
noble	O
et	O
trop	O
beau	O
pour	O
craindre	O
la	O
lumière	O
.	O

Cependant	O
avouez	O
que	O
j'	O
aime	O
plus	O
que	O
vous	O
.	O

Je	O
le	O
vois	O
bien	O
,	O
les	O
Dieux	O
n'	O
aiment	O
pas	O
tant	O
que	O
nous	O
:	O
Les	O
Dieux	O
n'	O
ont	O
pas	O
le	O
temps	O
d'	O
aimer	O
comme	O
on	O
les	O
aime	O
,	O
Le	O
soin	O
de	O
votre	O
gloire	O
et	O
l'	O
amour	O
de	O
vous-même	O
Vous	O
peuvent-ils	O
pour	O
nous	O
laisser	O
quelques	O
désirs	O
?	O

Mais	O
vous	O
êtes	O
vous	O
